ProductID,ProductName,CategoryID,SubCategory,SupplierID,CostPrice,UnitPrice,LaunchDate,Status
P-0507,Silver Crest Standing Fan 18in,CAT-02,Small Appliances,SUP-020,45911.01,49650,2024-03-15,Active
P-0508,Master Chef Air Fryer 5L,CAT-02,Small Appliances,SUP-018,82126.32,93700,2021-12-10,Active
P-0509,Skyworth 65in QLED TV,CAT-02,Televisions,SUP-018,610898.86,666900,2022-05-11,Active
P-0510,Kenwood Yam Pounder,CAT-02,Small Appliances,SUP-024,23824.54,28200,2021-08-24,Active
P-0511,LG 55in Smart TV,CAT-02,Televisions,SUP-020,251613.51,286350,2023-10-28,Active
P-0512,Infinix A70,CAT-02,Mobile Phones,SUP-018,45195.2,52950,2018-10-08,Active
P-0513,Binatone Standing Fan 18in,CAT-02,Small Appliances,SUP-017,43124.98,50550,2019-03-19,Active
P-0514,JBL Headset H2002,CAT-02,Audio,SUP-016,94128.1,106150,2018-02-25,Active
P-0515,Oraimo Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-018,50201.99,58800,2023-10-23,Active
P-0516,Sony Bluetooth Speaker,CAT-02,Audio,SUP-016,13550.43,16150,2022-04-16,Discontinued
P-0517,Oraimo Wireless Mouse,CAT-02,Computing & Accessories,SUP-021,16588.11,19450,2024-02-11,Active
P-0518,LG 65in QLED TV,CAT-02,Televisions,SUP-019,193997.9,229550,2023-07-14,Active
P-0519,Oraimo Keyboard Combo,CAT-02,Computing & Accessories,SUP-025,53647.96,58150,2022-07-08,Active
P-0520,Skyworth 55in Smart TV,CAT-02,Televisions,SUP-021,273952.65,339200,2023-04-14,Active
P-0521,Qasa Electric Kettle,CAT-02,Small Appliances,SUP-016,13128.7,15950,2020-06-18,Active
P-0522,Oraimo Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-018,4465.0,4700,2021-09-21,Active
P-0523,Samsung 50in UHD TV,CAT-02,Televisions,SUP-020,647414.73,686950,2022-05-30,Active
P-0524,Hisense 32in HD TV,CAT-02,Televisions,SUP-016,177754.37,195050,2022-04-02,Active
P-0525,SanDisk Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-018,6232.52,6900,2022-02-17,Active
P-0526,Master Chef Microwave 20L,CAT-02,Small Appliances,SUP-022,64206.92,71500,2018-12-16,Active
P-0527,Scanfrost Yam Pounder,CAT-02,Small Appliances,SUP-024,33721.77,39400,2023-08-24,Discontinued
P-0528,Redmi Camon 30,CAT-02,Mobile Phones,SUP-017,363024.13,391850,2021-06-27,Active
P-0529,Silver Crest Electric Kettle,CAT-02,Small Appliances,SUP-017,134131.45,155500,2018-01-31,Active
P-0530,HP Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-023,46027.71,53650,2018-06-16,Active
P-0531,HP WiFi Router N300,CAT-02,Computing & Accessories,SUP-023,53871.43,59550,2023-10-26,Active
P-0532,Havit Wired Earphones,CAT-02,Audio,SUP-021,28722.61,30600,2022-11-08,Active
P-0533,Havit FreePods 4,CAT-02,Audio,SUP-024,128022.77,153350,2018-07-07,Active
P-0534,Tecno Spark 20,CAT-02,Mobile Phones,SUP-025,146428.92,162100,2018-11-23,Active
P-0535,Zealot Soundbar 2.1,CAT-02,Audio,SUP-017,32590.13,34350,2023-01-07,Active
P-0536,Silver Crest Rechargeable Fan,CAT-02,Small Appliances,SUP-023,125357.09,151350,2018-09-02,Active
P-0537,Samsung 65in QLED TV,CAT-02,Televisions,SUP-024,366977.69,396100,2019-06-23,Active
P-0538,SanDisk 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-019,55765.99,59900,2018-11-07,Active
P-0539,Zealot Wired Earphones,CAT-02,Audio,SUP-025,159119.5,177750,2019-10-07,Active
P-0540,Samsung Hot 40i,CAT-02,Mobile Phones,SUP-016,272893.23,297800,2020-02-15,Active
P-0541,Redmi Galaxy A15,CAT-02,Mobile Phones,SUP-024,285116.17,327650,2018-06-28,Active
P-0542,SanDisk Keyboard Combo,CAT-02,Computing & Accessories,SUP-020,70408.14,80800,2020-03-04,Active
P-0543,Zinox 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-023,80810.36,90650,2023-10-08,Active
P-0544,Oraimo FreePods 4,CAT-02,Audio,SUP-016,144627.45,159700,2019-12-09,Active
P-0545,Maxi 32in HD TV,CAT-02,Televisions,SUP-016,535204.8,621900,2018-12-21,Active
P-0546,Redmi C32,CAT-02,Mobile Phones,SUP-023,87389.07,97400,2022-09-22,Active
P-0547,Qasa Air Fryer 5L,CAT-02,Small Appliances,SUP-022,44885.39,51250,2020-11-01,Active
P-0548,Scanfrost Microwave 20L,CAT-02,Small Appliances,SUP-022,55580.51,65450,2023-03-15,Discontinued
P-0549,Sony Soundbar 2.1,CAT-02,Audio,SUP-017,40699.44,47300,2018-09-29,Active
P-0550,Kenwood Air Fryer 5L,CAT-02,Small Appliances,SUP-023,115424.88,131350,2023-10-19,Active
P-0551,Kenwood Microwave 20L,CAT-02,Small Appliances,SUP-023,10726.4,12300,2021-08-19,Active
P-0552,Binatone Air Fryer 5L,CAT-02,Small Appliances,SUP-017,67838.15,72600,2018-08-31,Active
P-0553,Zealot Party Speaker,CAT-02,Audio,SUP-017,6268.38,7450,2023-05-12,Active
P-0554,Silver Crest Microwave 20L,CAT-02,Small Appliances,SUP-021,45128.02,52000,2021-06-08,Active
P-0555,Havit Soundbar 2.1,CAT-02,Audio,SUP-025,158645.49,176650,2022-04-30,Active
P-0556,Silver Crest Air Fryer 5L,CAT-02,Small Appliances,SUP-018,79685.21,91600,2023-06-08,Active
P-0557,Redmi Smart 8,CAT-02,Mobile Phones,SUP-017,47238.74,51100,2020-04-20,Active
P-0558,Oraimo 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-018,30523.08,32800,2019-01-14,Active
P-0559,itel Camon 30,CAT-02,Mobile Phones,SUP-020,82208.4,94100,2024-09-11,Active
P-0560,Kenwood Electric Kettle,CAT-02,Small Appliances,SUP-025,19447.68,22700,2018-01-21,Active
P-0561,Lion Plastics Water Dispenser Bottle,CAT-03,Home Storage,SUP-022,26447.7,37000,2024-05-14,Active
P-0562,Sniper Bleach 3.5L,CAT-03,Cleaning,SUP-026,6425.7,8250,2018-11-19,Active
P-0563,Sniper Mop Set,CAT-03,Cleaning,SUP-028,2993.45,4050,2019-11-30,Active
P-0564,Bennett Table Lamp,CAT-03,Home Decor,SUP-021,6936.21,10000,2019-05-15,Active
P-0565,Vim Scouring Powder,CAT-03,Cleaning,SUP-022,1772.41,2400,2018-03-19,Active
P-0566,Petra Food Container Set,CAT-03,Home Storage,SUP-021,18732.32,26450,2021-06-20,Active
P-0567,Petra Water Dispenser Bottle,CAT-03,Home Storage,SUP-022,20977.53,27950,2020-06-07,Active
P-0568,HomeBase Artificial Plant,CAT-03,Home Decor,SUP-022,26806.96,38650,2019-10-27,Active
P-0569,Petra Storage Box 60L,CAT-03,Home Storage,SUP-028,10098.62,14650,2019-06-19,Active
P-0570,Bedmate Bedsheet 6x6,CAT-03,Bedding & Textiles,SUP-026,9509.53,15700,2022-08-24,Active
P-0571,Vitafoam Mattress Topper,CAT-03,Bedding & Textiles,SUP-022,57364.85,77550,2023-02-11,Active
P-0572,Morning Fresh Mop Set,CAT-03,Cleaning,SUP-026,5269.64,6900,2022-09-09,Active
P-0573,HomeBase Wall Clock,CAT-03,Home Decor,SUP-028,6343.31,9000,2024-10-18,Active
P-0574,Ankara House Bedsheet 6x6,CAT-03,Bedding & Textiles,SUP-027,14037.21,20600,2020-05-19,Active
P-0575,Lion Plastics Cooler 25L,CAT-03,Home Storage,SUP-021,8730.86,11900,2018-02-05,Active
P-0576,Sterling Food Container Set,CAT-03,Home Storage,SUP-022,8071.61,11050,2023-08-24,Active
P-0577,HomeBase Cooler 25L,CAT-03,Home Storage,SUP-028,6744.89,9350,2018-03-24,Active
P-0578,Sterling Water Dispenser Bottle,CAT-03,Home Storage,SUP-026,11008.6,14550,2020-03-28,Discontinued
P-0579,Master Chef Pressure Cooker 7L,CAT-03,Cookware,SUP-022,15950.35,22350,2018-08-13,Active
P-0580,Vim Mop Set,CAT-03,Cleaning,SUP-026,6405.73,8850,2023-06-21,Active
P-0581,Vitafoam Throw Blanket,CAT-03,Bedding & Textiles,SUP-027,53094.2,74550,2021-08-22,Active
P-0582,Master Chef Stainless Pot 4pc,CAT-03,Cookware,SUP-022,52780.76,76800,2018-11-01,Active
P-0583,Morning Fresh Scouring Powder,CAT-03,Cleaning,SUP-021,2519.81,3350,2023-04-02,Active
P-0584,Master Chef Non-Stick Pot Set,CAT-03,Cookware,SUP-022,60007.98,84550,2018-04-01,Active
P-0585,Mortein Bleach 3.5L,CAT-03,Cleaning,SUP-021,658.07,900,2018-08-22,Active
P-0586,Mortein Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-026,4533.25,5950,2020-05-20,Active
P-0587,Harpic Scouring Powder,CAT-03,Cleaning,SUP-022,3010.63,4300,2018-09-02,Active
P-0588,Sterling Cooler 25L,CAT-03,Home Storage,SUP-028,8335.05,11900,2023-10-28,Active
P-0589,Deco Lagos Wall Clock,CAT-03,Home Decor,SUP-028,9674.99,13600,2020-11-28,Active
P-0590,Deco Lagos Photo Frame Set,CAT-03,Home Decor,SUP-027,11563.52,16100,2018-05-10,Active
P-0591,Tower Non-Stick Pot Set,CAT-03,Cookware,SUP-028,32728.93,45950,2020-11-10,Active
P-0592,Lion Plastics Storage Box 60L,CAT-03,Home Storage,SUP-027,15890.25,22600,2021-04-23,Active
P-0593,Bennett Curtain Set,CAT-03,Home Decor,SUP-026,32124.81,43700,2023-08-22,Active
P-0594,Master Chef Frying Pan 28cm,CAT-03,Cookware,SUP-021,53072.61,72300,2024-05-05,Active
P-0595,Mouka Throw Blanket,CAT-03,Bedding & Textiles,SUP-026,52599.86,78550,2021-08-09,Active
P-0596,Ankara House Pillow Pair,CAT-03,Bedding & Textiles,SUP-021,54239.67,88650,2020-06-02,Active
P-0597,Hypo Insecticide Spray,CAT-03,Cleaning,SUP-021,833.48,1100,2021-11-10,Active
P-0598,Scanfrost Pressure Cooker 7L,CAT-03,Cookware,SUP-027,8435.88,11800,2020-01-08,Active
P-0599,Vim Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-028,1258.99,1650,2019-10-09,Active
P-0600,Sterling Storage Box 60L,CAT-03,Home Storage,SUP-028,6430.96,9100,2018-10-29,Active
P-0601,HomeBase Food Container Set,CAT-03,Home Storage,SUP-027,13483.68,18200,2022-01-09,Active
P-0602,Mouka Mattress Topper,CAT-03,Bedding & Textiles,SUP-027,66199.18,95000,2020-02-26,Active
P-0603,Hypo Scouring Powder,CAT-03,Cleaning,SUP-026,5896.98,8800,2023-12-22,Active
P-0604,Bedmate Throw Blanket,CAT-03,Bedding & Textiles,SUP-027,66446.28,88650,2020-05-10,Active
P-0605,Lion Plastics Food Container Set,CAT-03,Home Storage,SUP-028,13578.34,18550,2020-02-26,Active
P-0606,Mortein Mop Set,CAT-03,Cleaning,SUP-027,6174.22,8600,2021-04-09,Active
P-0607,Tower Stainless Pot 4pc,CAT-03,Cookware,SUP-027,7018.64,9550,2022-10-30,Active
P-0608,Vono Kitchens Cast Iron Pot,CAT-03,Cookware,SUP-021,46041.24,57950,2023-06-21,Active
P-0609,Vitafoam Bedsheet 6x6,CAT-03,Bedding & Textiles,SUP-027,60744.29,83800,2024-07-02,Active
P-0610,HomeBase Water Dispenser Bottle,CAT-03,Home Storage,SUP-026,10889.43,15600,2021-03-14,Active
P-0611,Tower Frying Pan 28cm,CAT-03,Cookware,SUP-027,25471.81,35450,2020-01-13,Active
P-0612,Sniper Scouring Powder,CAT-03,Cleaning,SUP-022,1708.95,2350,2020-02-08,Active
P-0613,Bennett Photo Frame Set,CAT-03,Home Decor,SUP-022,12495.65,16850,2022-04-17,Active
P-0614,HomeBase Storage Box 60L,CAT-03,Home Storage,SUP-021,11098.14,15950,2019-10-27,Active
P-0615,Scanfrost Cast Iron Pot,CAT-03,Cookware,SUP-021,54724.26,77900,2024-08-12,Active
P-0616,Master Chef Cast Iron Pot,CAT-03,Cookware,SUP-022,27673.05,40200,2021-09-08,Active
P-0617,Hypo Dishwash 900ml,CAT-03,Cleaning,SUP-021,1094.25,1450,2024-10-02,Active
P-0618,Sniper Insecticide Spray,CAT-03,Cleaning,SUP-021,5284.64,7300,2018-07-22,Active
P-0619,Deco Lagos Curtain Set,CAT-03,Home Decor,SUP-028,21808.83,29050,2022-12-14,Active
P-0620,Bennett Artificial Plant,CAT-03,Home Decor,SUP-028,29222.48,38250,2018-04-23,Active
P-0621,Vim Bleach 3.5L,CAT-03,Cleaning,SUP-027,1581.41,2500,2018-04-02,Active
P-0622,Bedmate Duvet Set Queen,CAT-03,Bedding & Textiles,SUP-022,32470.01,42550,2024-02-21,Active
P-0623,Sterling Laundry Basket,CAT-03,Home Storage,SUP-026,7427.14,9750,2020-04-27,Active
P-0624,Ankara House Duvet Set Queen,CAT-03,Bedding & Textiles,SUP-022,55686.78,73650,2019-11-19,Active
P-0625,Scanfrost Non-Stick Pot Set,CAT-03,Cookware,SUP-022,48173.88,62100,2020-01-01,Active
P-0626,Morning Fresh Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-028,2420.67,3250,2018-07-02,Discontinued
P-0627,Tower Pressure Cooker 7L,CAT-03,Cookware,SUP-028,4646.27,6900,2022-12-27,Active
P-0628,Scanfrost Frying Pan 28cm,CAT-03,Cookware,SUP-021,45668.32,65900,2019-08-24,Active
P-0629,HomeBase Photo Frame Set,CAT-03,Home Decor,SUP-026,11272.19,15950,2021-04-30,Active
P-0630,Mouka Duvet Set Queen,CAT-03,Bedding & Textiles,SUP-028,40935.53,58650,2022-03-25,Active
P-0631,Ankara House Throw Blanket,CAT-03,Bedding & Textiles,SUP-021,28602.51,39300,2024-10-23,Active
P-0632,Mortein Insecticide Spray,CAT-03,Cleaning,SUP-026,2191.34,3150,2018-09-10,Active
P-0633,Vono Kitchens Non-Stick Pot Set,CAT-03,Cookware,SUP-028,55318.11,78650,2023-03-26,Active
P-0634,Vono Kitchens Frying Pan 28cm,CAT-03,Cookware,SUP-022,26081.79,38150,2020-01-03,Active
P-0635,Tower Cast Iron Pot,CAT-03,Cookware,SUP-022,14760.25,22900,2019-10-19,Active
P-0636,Sniper Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-026,3386.48,5050,2019-01-23,Active
P-0637,Scanfrost Stainless Pot 4pc,CAT-03,Cookware,SUP-026,12208.84,17400,2020-07-30,Active
P-0638,Hypo Bleach 3.5L,CAT-03,Cleaning,SUP-028,5251.34,8350,2021-10-20,Active
P-0639,Lion Plastics Laundry Basket,CAT-03,Home Storage,SUP-028,5765.61,8550,2021-11-20,Active
P-0640,Deco Lagos Artificial Plant,CAT-03,Home Decor,SUP-026,9696.99,14400,2018-01-04,Active
P-0641,Harpic Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-026,5959.38,8050,2018-06-15,Discontinued
P-0642,Morning Fresh Dishwash 900ml,CAT-03,Cleaning,SUP-021,831.16,1100,2023-01-12,Active
P-0643,HomeBase Curtain Set,CAT-03,Home Decor,SUP-021,15053.48,20350,2019-08-10,Active
P-0644,Harpic Bleach 3.5L,CAT-03,Cleaning,SUP-021,3375.21,5050,2020-09-29,Active
P-0645,Hypo Mop Set,CAT-03,Cleaning,SUP-022,698.51,1050,2019-01-11,Active
P-0646,Bennett Wall Clock,CAT-03,Home Decor,SUP-022,21583.61,30600,2023-03-24,Active
P-0647,Morning Fresh Insecticide Spray,CAT-03,Cleaning,SUP-021,2813.64,3850,2019-10-21,Active
P-0648,Harpic Dishwash 900ml,CAT-03,Cleaning,SUP-021,2360.36,3500,2023-03-30,Active
P-0649,Petra Cooler 25L,CAT-03,Home Storage,SUP-026,6308.48,7800,2019-09-20,Active
P-0650,Harpic Mop Set,CAT-03,Cleaning,SUP-022,1224.02,1800,2024-08-14,Active
P-0651,HomeBase Table Lamp,CAT-03,Home Decor,SUP-021,6131.43,8500,2023-10-21,Discontinued
P-0652,Petra Laundry Basket,CAT-03,Home Storage,SUP-027,18004.89,29550,2019-11-05,Active
P-0653,Deco Lagos Table Lamp,CAT-03,Home Decor,SUP-028,3370.19,5100,2018-04-23,Active
P-0654,Bedmate Mattress Topper,CAT-03,Bedding & Textiles,SUP-021,26919.11,37000,2020-02-05,Active
P-0655,Mouka Bedsheet 6x6,CAT-03,Bedding & Textiles,SUP-022,20785.25,27800,2022-01-27,Active
P-0656,Vono Kitchens Stainless Pot 4pc,CAT-03,Cookware,SUP-021,34766.31,50100,2019-07-08,Active
P-0657,Ankara House Mattress Topper,CAT-03,Bedding & Textiles,SUP-027,65459.85,85300,2023-06-04,Active
P-0658,Vono Kitchens Pressure Cooker 7L,CAT-03,Cookware,SUP-026,35458.08,50150,2023-12-22,Active
P-0659,Harpic Insecticide Spray  ,CAT-03,Cleaning,SUP-022,5053.47,6650,2020-04-04,Active
P-0660,Vitafoam Duvet Set Queen,CAT-03,Bedding & Textiles,SUP-026,32885.17,53150,2020-05-21,Active
P-0661,Vim Dishwash 900ml,CAT-03,Cleaning,SUP-028,4003.24,5300,2018-09-26,Active
P-0662,Sniper Dishwash 900ml,CAT-03,Cleaning,SUP-026,1240.21,1700,2023-02-21,Active
P-0663,HomeBase Laundry Basket,CAT-03,Home Storage,SUP-021,28165.29,34450,2023-03-29,Active
P-0664,Vim Insecticide Spray,CAT-03,Cleaning,SUP-027,4848.49,6750,2019-10-18,Active
P-0665,Vitafoam Pillow Pair,CAT-03,Bedding & Textiles,SUP-026,54301.36,69500,2023-03-09,Active
P-0666,Hypo Toilet Cleaner 725ml,CAT-03,Cleaning,SUP-027,5063.03,6800,2018-05-29,Active
P-0667,Morning Fresh Bleach 3.5L,CAT-03,Cleaning,SUP-022,3248.1,4500,2022-01-08,Active
P-0668,Bedmate Pillow Pair,CAT-03,Bedding & Textiles,SUP-022,14941.51,19000,2022-09-24,Active
P-0669,Mortein Dishwash 900ml,CAT-03,Cleaning,SUP-021,4204.76,5700,2021-09-10,Active
P-0670,Mortein Scouring Powder,CAT-03,Cleaning,SUP-021,4039.42,5800,2020-05-13,Active
P-0671,Mouka Pillow Pair,CAT-03,Bedding & Textiles,SUP-021,46781.29,62550,2022-07-02,Active
P-0672,Vitafoam Throw Blanket XL,CAT-03,Bedding & Textiles,SUP-027,40108.99,53150,2023-04-29,Active
P-0673,Ankara House Mattress Topper XL,CAT-03,Bedding & Textiles,SUP-028,42577.89,52250,2018-09-10,Active
P-0674,Deco Lagos Artificial Plant XL,CAT-03,Home Decor,SUP-028,3876.14,5900,2019-04-01,Active
P-0675,Petra Water Dispenser Bottle XL,CAT-03,Home Storage,SUP-028,21203.48,31850,2019-07-09,Active
P-0676,Morning Fresh Insecticide Spray XL,CAT-03,Cleaning,SUP-022,2503.26,3600,2023-09-25,Active
P-0677,Vitafoam Mattress Topper XL,CAT-03,Bedding & Textiles,SUP-022,33920.13,51550,2023-12-01,Active
P-0678,Mouka Throw Blanket XL,CAT-03,Bedding & Textiles,SUP-028,11772.62,17450,2019-02-06,Active
P-0679,Hypo Dishwash 900ml XL,CAT-03,Cleaning,SUP-021,3300.3,5100,2020-07-22,Active
P-0680,Hypo Mop Set XL,CAT-03,Cleaning,SUP-026,2738.64,3600,2023-11-09,Active
P-0681,Scanfrost Cast Iron Pot XL,CAT-03,Cookware,SUP-028,52773.02,69500,2020-08-16,Active
P-0682,Sterling Laundry Basket XL,CAT-03,Home Storage,SUP-026,3118.31,4300,2024-05-18,Active
P-0683,Hypo Bleach 3.5L XL,CAT-03,Cleaning,SUP-028,3797.27,5500,2024-01-19,Active
P-0684,Hypo Dishwash 900ml XL,CAT-03,Cleaning,SUP-026,3711.97,5050,2022-04-18,Active
P-0685,HomeBase Storage Box 60L XL,CAT-03,Home Storage,SUP-021,23687.84,31950,2022-09-04,Active
P-0686,Mouka Throw Blanket XL,CAT-03,Bedding & Textiles,SUP-022,67478.06,89600,2018-05-21,Active
P-0687,Sterling Cooler 25L XL,CAT-03,Home Storage,SUP-028,14065.08,18900,2021-08-24,Active
P-0688,Ankara House Mattress Topper XL,CAT-03,Bedding & Textiles,SUP-028,10207.49,13250,2020-03-03,Active
P-0689,Morning Fresh Toilet Cleaner 725ml XL,CAT-03,Cleaning,SUP-021,1945.09,2600,2023-09-23,Active
P-0690,Lion Plastics Cooler 25L XL,CAT-03,Home Storage,SUP-027,5536.93,8300,2023-07-14,Active
P-0691,Lion Plastics Food Container Set XL,CAT-03,Home Storage,SUP-028,25732.79,34900,2020-07-09,Active
P-0692,Master Chef Cast Iron Pot XL,CAT-03,Cookware,SUP-026,58500.17,77350,2019-09-30,Active
P-0693,Lion Plastics Cooler 25L XL,CAT-03,Home Storage,SUP-021,17375.75,25200,2022-04-28,Discontinued
P-0694,Hypo Insecticide Spray XL,CAT-03,Cleaning,SUP-027,6910.53,9150,2019-03-13,Active
P-0695,Morning Fresh Insecticide Spray XL,CAT-03,Cleaning,SUP-028,507.2,700,2023-05-08,Active
P-0696,Morning Fresh Insecticide Spray XL,CAT-03,Cleaning,SUP-028,2992.01,4500,2023-09-07,Active
P-0697,Sniper Toilet Cleaner 725ml XL,CAT-03,Cleaning,SUP-022,2715.18,3950,2019-09-17,Active
P-0698,Sterling Laundry Basket XL,CAT-03,Home Storage,SUP-027,10394.14,13850,2021-10-07,Active
P-0699,Scanfrost Frying Pan 28cm XL,CAT-03,Cookware,SUP-021,46079.38,57050,2021-09-20,Active
P-0700,Bennett Wall Clock XL,CAT-03,Home Decor,SUP-026,22192.49,31800,2019-08-19,Active
P-0701,Sterling Storage Box 60L XL,CAT-03,Home Storage,SUP-028,2416.65,3600,2019-10-18,Active
P-0702,Petra Food Container Set XL,CAT-03,Home Storage,SUP-021,20463.8,29000,2022-08-20,Active
P-0703,Deco Lagos Wall Clock XL,CAT-03,Home Decor,SUP-022,2443.98,3750,2022-02-18,Active
P-0704,Tower Frying Pan 28cm XL  ,CAT-03,Cookware,SUP-028,60529.02,84650,2022-07-05,Active
P-0705,Scanfrost Stainless Pot 4pc XL,CAT-03,Cookware,SUP-027,49822.23,71400,2021-10-25,Active
P-0706,HomeBase Artificial Plant XL,CAT-03,Home Decor,SUP-021,20726.23,31950,2024-05-11,Active
P-0707,Lion Plastics Water Dispenser Bottle XL,CAT-03,Home Storage,SUP-026,2692.87,3400,2018-11-02,Active
P-0708,Harpic Scouring Powder XL,CAT-03,Cleaning,SUP-022,1698.58,2350,2022-02-13,Active
P-0709,Vim Toilet Cleaner 725ml XL,CAT-03,Cleaning,SUP-021,1415.55,2100,2021-01-18,Active
P-0710,Sterling Cooler 25L XL,CAT-03,Home Storage,SUP-028,21246.84,29750,2023-05-05,Active
P-0711,Harpic Insecticide Spray XL,CAT-03,Cleaning,SUP-026,2452.49,3250,2022-06-20,Active
P-0712,Sterling Water Dispenser Bottle XL,CAT-03,Home Storage,SUP-028,11776.02,16950,2021-11-22,Active
P-0713,Vono Kitchens Pressure Cooker 7L XL,CAT-03,Cookware,SUP-028,40552.69,58900,2024-07-04,Active
P-0714,Bennett Curtain Set XL,CAT-03,Home Decor,SUP-027,2453.79,3350,2021-03-01,Active
P-0715,Scanfrost Pressure Cooker 7L XL,CAT-03,Cookware,SUP-027,46285.27,58800,2022-03-16,Active
P-0716,Mouka Mattress Topper XL,CAT-03,Bedding & Textiles,SUP-028,63187.5,78650,2020-02-18,Active
P-0717,Sterling Food Container Set XL,CAT-03,Home Storage,SUP-022,13762.67,20050,2023-04-17,Active
P-0718,Lion Plastics Water Dispenser Bottle XL,CAT-03,Home Storage,SUP-027,22368.84,31700,2020-05-27,Active
P-0719,Ankara House Duvet Set Queen XL,CAT-03,Bedding & Textiles,SUP-027,16967.63,25150,2024-01-03,Active
P-0720,Vono Kitchens Stainless Pot 4pc XL,CAT-03,Cookware,SUP-027,27850.93,39650,2020-05-13,Active
P-0721,Master Chef Cast Iron Pot XL,CAT-03,Cookware,SUP-027,17672.54,25450,2020-05-06,Active
P-0722,Morning Fresh Scouring Powder XL,CAT-03,Cleaning,SUP-026,6144.89,8500,2022-10-14,Active
P-0723,HomeBase Cooler 25L XL,CAT-03,Home Storage,SUP-028,12717.61,19000,2021-07-26,Active
P-0724,Vitafoam Bedsheet 6x6 XL,CAT-03,Bedding & Textiles,SUP-026,15294.74,22450,2023-08-28,Active
P-0725,HomeBase Photo Frame Set XL,CAT-03,Home Decor,SUP-021,26596.84,39100,2023-03-15,Active
P-0726,HomeBase Table Lamp XL,CAT-03,Home Decor,SUP-021,23599.24,33350,2018-01-13,Active
P-0727,Deco Lagos Photo Frame Set XL,CAT-03,Home Decor,SUP-021,31343.95,44700,2022-07-20,Active
P-0728,Scanfrost Non-Stick Pot Set XL,CAT-03,Cookware,SUP-026,48901.38,64950,2024-03-27,Active
P-0729,Mortein Insecticide Spray XL,CAT-03,Cleaning,SUP-028,3833.35,5650,2024-05-06,Active
P-0730,Morning Fresh Bleach 3.5L XL,CAT-03,Cleaning,SUP-021,5860.46,8100,2024-03-31,Active
P-0731,Bennett Wall Clock XL,CAT-03,Home Decor,SUP-027,17587.38,23150,2020-09-12,Active
P-0732,Vim Insecticide Spray XL,CAT-03,Cleaning,SUP-021,927.88,1200,2020-08-31,Active
P-0733,Mortein Mop Set XL,CAT-03,Cleaning,SUP-022,3384.17,4600,2021-03-14,Active
P-0734,Bedmate Bedsheet 6x6 XL,CAT-03,Bedding & Textiles,SUP-027,41165.3,57150,2018-10-31,Active
P-0735,Tower Frying Pan 28cm XL  ,CAT-03,Cookware,SUP-027,48617.21,65050,2021-03-26,Active
P-0736,Mouka Pillow Pair XL,CAT-03,Bedding & Textiles,SUP-027,58168.53,81750,2018-08-04,Active
P-0737,Mouka Bedsheet 6x6 XL,CAT-03,Bedding & Textiles,SUP-021,47220.52,71400,2021-12-27,Active
P-0738,Petra Food Container Set XL,CAT-03,Home Storage,SUP-027,8274.35,11550,2019-02-19,Active
P-0739,Master Chef Cast Iron Pot XL,CAT-03,Cookware,SUP-022,50747.97,75250,2024-06-29,Active
P-0740,Sniper Mop Set XL,CAT-03,Cleaning,SUP-026,1410.58,2100,2021-09-19,Active
P-0741,Dudu Osun Bar Soap 6pk,CAT-04,Bath & Body,SUP-037,5319.92,7900,2018-03-22,Active
P-0742,Zaron Facial Cleanser  ,CAT-04,Skincare,SUP-038,7989.8,11600,2021-10-30,Active
P-0743,X-Pression Edge Control,CAT-04,Haircare,SUP-003,7859.99,13450,2022-11-09,Active
P-0744,Dettol Black Soap 150g,CAT-04,Bath & Body,SUP-038,3298.04,5950,2018-07-04,Active
P-0745,Gillette Beard Oil,CAT-04,Men's Grooming,SUP-037,1645.98,2750,2019-09-11,Active
P-0746,Irish Spring Black Soap 150g,CAT-04,Bath & Body,SUP-034,3232.5,4800,2020-10-07,Active
P-0747,Dove Facial Cleanser,CAT-04,Skincare,SUP-038,9448.51,14950,2018-01-31,Active
P-0748,ORS Braid Extension,CAT-04,Haircare,SUP-039,4414.9,6650,2019-09-28,Active
P-0749,Cantu Hair Conditioner,CAT-04,Haircare,SUP-039,1831.45,2750,2023-01-27,Active
P-0750,Dudu Osun Antiseptic 750ml,CAT-04,Bath & Body,SUP-002,338.11,500,2019-05-10,Active
P-0751,Cantu Relaxer Kit,CAT-04,Haircare,SUP-039,2932.25,4650,2021-10-19,Active
P-0752,X-Pression Relaxer Kit,CAT-04,Haircare,SUP-038,4875.16,8300,2018-08-22,Active
P-0753,Nivea Body Cream 200ml,CAT-04,Skincare,SUP-035,14326.35,23850,2021-12-09,Active
P-0754,Lux Body Spray,CAT-04,Bath & Body,SUP-002,2405.5,3550,2019-03-19,Active
